,fire_name,fire_size,fire_size_class,stat_cause_descr,fips_name,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,remoteness,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
1742,DREAM LAND TRAILER PARK F,4.0,B,Children,,35.4333,-79.1667,NC,2000-03-05,,Mar,,,,2000-02-04,2000,Feb,723143,29674.340435005088,99999,1973,2010,15,0.1,723143-99999-2000.gz,63955.02115492999,9.042134831460674,11.287323943661978,12.101796407185628,13.373259052924785,2.5845070422535,2.433333333333342,2.4353293413173698,3.2249999999999712,61.54985754985755,61.19318181818178,57.26060606060606,60.855133614627285,21.5,0.3,0.0,25.0
1743,178,1.0,B,Debris Burning,Limestone,31.516362,-96.378422,TX,2010-07-04,,Jul,,,,2010-06-04,2010,Jun,722469,57097.814742588074,53912,2006,2020,12,0.1,722469-53912-2010.gz,73088.08400164511,27.413545816733123,27.418787878787835,26.45287769784171,28.4347874720358,3.8407370517927766,3.534545454545436,3.653237410071956,3.3356823266218782,76.8709016393443,77.28810020876834,82.06106870229004,74.13416009019153,124.99999999999999,73.39999999999999,72.89999999999999,52.9
1744,,40.0,C,Miscellaneous,Grayson,33.62968001,-96.78229,TX,2006-01-15,,Jan,,,,2005-12-16,2005,Dec,722673,14449.760272046338,99999,1946,2020,16,1.0,File Not Found,73220.03738987117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1745,,240.0,D,Railroad,Pinal,32.68992218,-111.48650739,AZ,1993-05-21,1993-05-21,May,1993-05-21 08:57:00,1993-05-21 16:30:00,0 days 00:00:00.000000000,1993-04-21,1993,Apr,749173,27853.50365251989,99999,1942,2020,12,3.0,File Not Found,81410.83707181853,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1746,QUAIL.                   ,4.0,B,Campfire,,35.98805555,-121.07194444,CA,1992-05-21,,May,,,,1992-04-21,1992,Apr,690020,14582.807396279497,93218,1964,1997,15,0.1,690020-93218-1992.gz,86836.52701188451,19.75482233502541,20.304255319148947,20.76046511627906,23.098963730569942,1.6197969543147213,1.7138297872340416,1.8441860465116278,1.4139896373056982,58.91326530612245,65.43617021276599,58.23255813953488,49.637305699481864,0.0,0.0,0.0,0.0
1747,HEALY CREEK,4.0,B,Missing/Undefined,,63.88333299999999,-148.166666,AK,2015-05-12,2015-06-10,May,,,29 days 00:00:00.000000000,2015-04-12,2015,Apr,702647,39482.40232946334,26499,2008,2018,0,0.1,File Not Found,103347.78195242744,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1748,PRUITT,3.0,B,Debris Burning,Fannin,33.77621349,-96.02391529,TX,2009-05-21,,May,,,,2009-04-21,2009,Apr,742513,38952.85504674795,99999,2006,2020,16,0.1,742513-53937-2009.gz,72805.60912677388,20.851073762838443,20.93464052287583,20.50299401197604,25.74907063197026,4.174754558204877,3.8559290382819325,3.7101796407185375,3.6284518828452144,75.51541373715528,75.6629955947135,68.78435517970406,69.08151658767768,0.0,0.0,0.0,0.0
1749,,40.0,C,Railroad,Marion,28.98,-82.21,FL,1996-02-26,,Feb,,,,1996-01-27,1996,Jan,722055,20737.71898802356,99999,1990,2020,12,1.0,722055-99999-1996.gz,65766.89202924997,13.491352859135288,14.150417827298043,18.30718562874251,14.032528409090956,2.75397489539748,2.9922005571030694,2.3335329341317386,3.0653352353780225,67.70711297071122,66.4568245125348,72.89221556886224,64.79457917261055,0.0,0.0,0.0,0.0
1750,BROOKS ROAD FURNACE FIRE,1.0,B,Miscellaneous,,35.1833,-80.3833,NC,2002-11-29,,Nov,,,,2002-10-30,2002,Oct,723194,28248.98347330089,99999,1990,2010,15,0.1,723194-99999-2002.gz,64579.16616853001,9.732016925246821,8.117142857142852,7.018404907975459,4.8382978723404255,2.3667136812411758,2.3125714285714345,2.711656441717796,3.103404255319131,73.13735343383586,70.66139240506324,63.36196319018401,65.13915857605178,112.39999999999998,31.5,0.3,84.39999999999999
1751,SECTION 30,40.0,C,Miscellaneous,,35.0833,-114.6175,AZ,1993-05-29,1993-05-30,May,1993-05-29 12:34:00,1993-05-30 13:00:00,1 days 00:00:00.000000000,1993-04-29,1993,Apr,723700,63855.50301032518,99999,1984,2005,15,1.0,723700-99999-1993.gz,83111.86980909,20.59446009389667,22.061372180451073,22.55372233400403,21.387499999999996,4.205633802816957,4.1472744360901945,4.819919517102604,3.9111111111111097,30.97464788732393,35.72368421052635,25.120724346076457,21.90277777777778,0.0,0.0,0.0,0.0
1752,,35.0,C,Debris Burning,,37.6247,-82.2847,KY,1997-02-18,,Feb,,,,1997-01-19,1997,Jan,724133,26272.186848324684,99999,1973,2020,0,1.0,File Not Found,65466.29055192997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1753,,5.0,B,Arson,Jefferson,33.663548,-87.04894399999998,AL,2008-01-08,2008-01-08,Jan,2008-01-08 14:00:00,2008-01-08 15:58:00,0 days 00:00:00.000000000,2007-12-09,2007,Dec,999999,29618.959373436293,3883,2004,2019,16,0.1,999999-63896-2007.gz,68059.3084224694,8.38000604047114,5.6765523230568755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,,3.75,B,Arson,Orange,41.586832,-74.19917571,NY,2001-05-10,2001-05-10,May,2001-05-10 16:29:00,2001-05-10 16:29:00,0 days 00:00:00.000000000,2001-04-10,2001,Apr,725038,12707.696754277049,99999,1973,2010,15,0.1,725038-99999-2001.gz,61296.144569862336,13.585218702865761,15.318042813455657,16.619354838709683,0.0,4.187732342007411,4.094656488549629,4.140458015267181,0.0,50.244274809160316,46.616858237547895,49.66412213740458,0.0,0.0,0.0,0.0,0.0
1755,ANDERSONBR,1.5,B,Lightning,,47.55,-109.5841,MT,1994-06-22,1994-06-22,Jun,1994-06-22 16:30:00,1994-06-22 20:43:00,0 days 00:00:00.000000000,1994-05-23,1994,May,726776,56510.058684181546,24036,1991,2005,15,0.1,726776-24036-1994.gz,79951.87876065997,13.376300578034709,12.95058479532165,13.987654320987657,0.0,4.114017341040439,4.042982456140345,3.7438271604938334,0.0,56.982658959537574,58.93567251461988,60.03086419753087,0.0,0.0,0.0,0.0,0.0
1756,ECR-20150119-002,8.0,B,Miscellaneous,Macon,32.475051,-85.480111,AL,2015-01-19,2015-01-19,Jan,,,0 days 00:00:00.000000000,2014-12-20,2014,Dec,722288,13981.767388917351,99999,2006,2020,12,0.1,File Not Found,67292.56375623994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1757,,11.0,C,Campfire,Mobile,30.59655,-88.38528000000002,AL,1994-09-05,,Sep,1994-09-05 11:30:00,,,1994-08-06,1994,Aug,722230,16764.350240244155,13894,1990,2020,12,1.0,722230-13894-1994.gz,68883.8236796609,26.14749999999999,25.836111111111105,25.88095238095237,23.758750000000003,2.9008333333333085,2.7727777777777924,2.7327380952381013,3.3476388888888473,77.76911764705892,78.01497005988021,79.09395973154362,77.36552748885585,111.99999999999997,90.49999999999997,36.4,617.5999999999999
1758,I CALLED IT IN... DIDN'T I?,1.0,B,Debris Burning,Wise,33.021618,-97.859001,TX,2011-04-21,,Apr,,,,2011-03-22,2011,Mar,720261,18062.086766952176,99999,2006,2020,16,0.1,720261-53976-2011.gz,73826.2160517139,18.85566037735852,21.561715481171543,20.454954954954935,19.656744186046517,4.469265143992123,4.770502092050198,4.844819819819795,3.753813953488415,50.649776453055125,44.58324607329841,42.230248306997716,64.11252354048965,0.0,0.0,0.0,0.0
1759,,1.0,B,Miscellaneous,Litchfield,41.6062078,-73.1181658,CT,2006-04-19,,Apr,2006-04-19 16:37:00,,,2006-03-20,2006,Mar,725029,13739.87087180949,64707,1973,2020,15,0.1,725029-64707-2006.gz,60762.15985292006,5.673746813933724,7.350168350168347,10.341911764705882,9.902012248468937,3.069342442356916,3.2006768189509245,3.64703703703705,3.3634751773049207,59.73544973544972,63.38061041292647,59.89156626506024,67.36672967863896,0.0,0.0,0.0,0.0
1760,,2.0,B,Debris Burning,,38.5986,-83.3317,KY,1997-11-29,,Nov,,,,1997-10-30,1997,Oct,724297,109744.83318021195,93812,1973,1999,0,0.1,724297-93812-1997.gz,65973.4145017,5.58229426433915,3.9925187032418963,6.994219653179192,3.5116279069767424,3.0962593516209136,3.1665835411471384,3.3658959537572284,2.9445348837208987,71.74904942965787,71.96969696969701,65.03571428571425,76.21723730814631,50.1,33.800000000000004,9.4,85.69999999999999
1761,FY2014-MACON-010,1.89,B,Debris Burning,Macon,32.35810278,-84.20607778,GA,2014-03-10,2014-03-10,Mar,2014-03-10 15:20:00,2014-03-10 16:32:00,0 days 00:00:00.000000000,2014-02-08,2014,Feb,720948,27559.389460044516,328,2011,2020,12,0.1,720948-00328-2014.gz,66640.03895567733,9.87856141989724,9.621621621621617,8.2962226640159,0.0,2.5118169079869377,2.446784715750207,3.1654075546719547,0.0,66.98287888395701,65.01842751842742,74.57718120805372,0.0,0.0,0.0,0.0,0.0
1762,NORTH BEAVER CREEK,2.0,B,Lightning,,39.06333333,-104.93277778,CO,2004-06-15,2004-06-16,Jun,2004-06-15 07:30:00,2004-06-16 10:30:00,1 days 00:00:00.000000000,2004-05-16,2004,May,999999,13708.309740810157,53007,1971,2019,0,0.1,999999-94946-2004.gz,77506.34439162737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,TIERRA                   ,30.0,C,Miscellaneous,,40.68694444,-122.34611111,CA,2004-08-31,,Aug,,,,2004-08-01,2004,Aug,A07053,44066.86684124789,346,1998,2005,15,1.0,File Not Found,87451.04444899513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1764,"27301 CORD 32, AL",2.8,B,Miscellaneous,Baldwin,31.3509515,-85.33582320000002,AL,2011-03-19,2011-03-19,Mar,2011-03-19 16:39:00,2011-03-19 19:00:00,0 days 00:00:00.000000000,2011-02-17,2011,Feb,722268,11499.75933941493,13839,1935,2020,12,0.1,722268-13839-2011.gz,67265.13085999769,15.740374037403729,14.215555555555556,15.685279187817258,0.0,3.751595159515911,4.031999999999987,2.602538071065994,0.0,71.50839328537172,72.13157894736855,67.44943820224717,0.0,89.6,68.39999999999999,0.3,0.0
1765,,6.0,B,Debris Burning,Darlington,34.13193998,-80.06721999999998,SC,2006-05-30,,May,,,,2006-04-30,2006,Apr,723116,40489.008586817385,3742,1973,2020,16,0.1,723116-03742-2006.gz,64457.35868827251,20.227637921799655,23.086901763224173,25.244588744588743,23.624165148755313,3.35128893662732,3.317951959544846,3.2681127982646307,2.9275045537340643,63.78663793103464,65.17662007623888,60.88286334056399,70.45031055900635,124.69999999999999,27.7,0.0,45.1
1766,STATE PARK 3,20.0,C,Miscellaneous,Clay,33.766876,-98.386002,TX,2012-06-30,,Jun,,,,2012-05-31,2012,May,720404,12871.319453503176,99999,2007,2020,16,1.0,720404-00134-2012.gz,74083.04242316939,27.643356643356636,29.367977528089888,31.527162977867203,30.534861509073544,4.438275058275178,4.414138576779011,3.3849094567404396,3.848376313276098,54.87086247086248,51.15730337078651,40.36619718309858,44.96513849092646,0.0,0.0,0.0,0.0
1767,,10.0,C,Debris Burning,Wayne,35.32166999,-87.60500002,TN,2006-01-02,,Jan,,,,2005-12-03,2005,Dec,723235,64089.01394462525,13896,1978,2020,15,1.0,723235-13896-2005.gz,68287.92949564949,5.148751357220411,5.934782608695645,7.478238341968916,0.0,3.1781758957654302,3.0163043478260883,3.390673575129537,0.0,73.53752759381918,73.55156950672645,75.02659574468085,0.0,118.69999999999999,41.2,4.6,0.0
1768,,1.35,B,Smoking,Steuben,42.1534,-77.0789,NY,2015-05-07,2015-05-07,May,,,0 days 00:00:00.000000000,2015-04-07,2015,Apr,725156,15459.396130820825,14748,2006,2020,9,0.1,725156-14748-2015.gz,62716.38347602,9.667673378076078,10.089537712895357,14.916201117318433,0.0,3.179438202247163,3.0374083129584335,2.158988764044945,0.0,68.1605504587156,64.57598039215682,63.58757062146891,0.0,60.09999999999999,5.6,1.8,0.0
1769,,1.0,B,Debris Burning,Caldwell,32.07034324,-92.01257259999998,LA,2006-01-05,,Jan,,,,2005-12-06,2005,Dec,722486,49492.233391210546,13942,1973,2020,12,0.1,722486-13942-2005.gz,70730.55901200844,7.418682795698916,9.213157894736844,9.743137254901965,0.0,2.3368279569892403,2.082748538011699,1.0499999999999996,0.0,67.59943181818178,69.20900321543407,68.65882352941178,0.0,77.3,3.3,0.0,0.0
1770,,5.0,B,Smoking,,36.0386,-95.0381,OK,2001-04-14,,Apr,,,,2001-03-15,2001,Mar,722199,12543.867915601435,53956,1981,2005,0,0.1,File Not Found,72194.53063082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1771,ELLIS AV  GOOD,1.0,B,Miscellaneous,Riverside,33.772019,-117.24943,CA,2011-09-09,,Sep,2011-09-09 11:47:00,,,2011-08-10,2011,Aug,722860,14195.677312503001,99999,2006,2017,16,0.1,722860-23119-2011.gz,84681.85562966227,24.053952321204516,26.596721311475402,25.87085714285715,19.21022604951561,2.1804265997490564,2.1879781420765134,2.099428571428571,2.117115177610324,51.57238605898125,43.58082191780825,43.177142857142826,66.23031026252985,0.8,0.8,0.8,3.8
1772,B FIREHOLE,1.0,B,Lightning,,41.338,-109.3985,WY,1997-08-27,1997-08-27,Aug,1997-08-27 13:00:00,1997-08-27 20:00:00,0 days 00:00:00.000000000,1997-07-28,1997,Jul,725775,136902.96106485827,4111,1973,2020,15,0.1,725775-04111-1997.gz,79951.9737685,18.382352941176485,19.47368421052632,21.210526315789473,0.0,5.205392156862754,5.721052631578952,4.57894736842105,0.0,50.671717171717184,44.968085106382986,43.526315789473685,0.0,0.0,0.0,0.0,0.0
1773,FY2003-TELFAIR-001,1.49,B,Debris Burning,Telfair,32.00897531,-82.89510748,GA,2002-07-01,2002-07-01,Jul,2002-07-01 14:38:00,2002-07-01 14:38:00,0 days 00:00:00.000000000,2002-06-01,2002,Jun,722062,58969.686231353015,99999,1945,2005,12,0.1,File Not Found,65981.51827126679,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1774,MS0    0808-5190412003,8.0,B,Missing/Undefined,Franklin,31.362689000000003,-90.870118,MS,2008-04-12,,Apr,2008-04-12 16:25:00,,,2008-03-13,2008,Mar,722357,48311.52965495506,3961,2005,2020,12,0.1,722357-03961-2008.gz,70156.02830092363,18.045560204556008,19.900834105653395,19.451292246520868,18.685648148148132,4.179823337982446,3.7154772937905,3.7097415506958336,3.1728240740740934,65.28498372849837,73.3827618164968,71.71570576540756,65.94861111111108,31.5,30.5,29.2,57.5
1775,,40.0,C,Lightning,Mora,36.0051,-104.3782,NM,2006-06-17,,Jun,,,,2006-05-18,2006,May,723676,115217.9507782971,23048,2005,2020,0,1.0,723676-23048-2006.gz,77292.2016136,26.693466223698803,28.447499999999987,29.157635467980306,25.072008547008522,5.344345898004392,5.539545454545444,6.267980295566508,4.271229946524008,29.77666666666665,28.20909090909091,26.17733990147783,49.33658008658009,44.2,0.0,0.0,198.20000000000002
1776,BOLGER FIRE,5.0,B,Debris Burning,Giles,35.2078,-87.971067,TN,2014-03-13,2014-03-13,Mar,2014-03-13 15:28:00,2014-03-13 16:45:00,0 days 00:00:00.000000000,2014-02-11,2014,Feb,723235,61608.630643283606,13896,1978,2020,15,0.1,723235-13896-2014.gz,68482.9665538905,7.61657754010696,7.681548974943053,11.196984924623107,0.0,2.7971122994652116,2.7047835990888456,2.5783919597989953,0.0,66.5636363636365,65.84054669703872,67.21105527638194,0.0,56.9,26.4,0.0,0.0
1777,,5.0,B,Lightning,,35.5497,-94.5539,OK,2002-10-01,,Oct,,,,2002-09-01,2002,Sep,722133,25777.05871366709,53946,2000,2003,15,0.1,File Not Found,71951.79957125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1778,,3.0,B,Missing/Undefined,Williamsburg,33.5125,-79.775,SC,1994-05-24,1994-05-24,May,,,0 days 00:00:00.000000000,1994-04-24,1994,Apr,723107,41143.5695384585,371,1979,2005,16,0.1,File Not Found,64333.099093,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1779,,1.0,B,Debris Burning,Washington,43.22946500000001,-73.560004,NY,1996-05-28,,May,,,,1996-04-28,1996,Apr,725160,46035.80171968383,99999,1973,2005,9,0.1,File Not Found,60945.93669508524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1780,,2.0,B,Equipment Use,Dixie,29.7,-83.04,FL,1994-03-24,,Mar,,,,1994-02-22,1994,Feb,722120,9734.045254994646,12833,1973,2005,12,0.1,722120-12833-1994.gz,66157.51378925,16.096221903395406,16.511354961832115,18.102235772357723,19.786183165696077,2.4991869918699194,2.3636450381679293,2.007113821138213,2.214187400741124,69.66891566265072,70.4391891891892,72.71074380165284,71.61066666666676,0.0,0.0,0.0,0.0
1781,,20.0,C,Debris Burning,Van Zandt,32.42788998,-95.61002999,TX,2006-09-13,,Sep,,,,2006-08-14,2006,Aug,722448,21132.66004450167,13972,1973,2010,12,1.0,722448-13972-2006.gz,72636.36446753702,27.93593749999999,25.716598360655755,25.683628318584063,23.503603603603622,2.9015624999999607,2.338729508196727,2.3340707964601815,3.6332207207206815,58.31250000000001,58.13319672131148,56.47345132743362,60.097972972972975,100.7,41.3,22.0,53.8
1782,BATES,320.0,E,Miscellaneous,Howard,32.19722001,-101.58059998,TX,2006-04-09,,Apr,,,,2006-03-10,2006,Mar,722324,52226.395894854846,99999,2005,2020,12,10.0,722324-03071-2006.gz,75890.48663651627,14.08247422680413,17.760037348272657,19.077844311377216,21.182543406851266,4.759278350515552,4.917833800186725,4.99101796407183,4.873627404974314,47.152634170359455,47.67043314500941,40.356,47.98001902949572,0.0,0.0,0.0,0.0
1783,,243.7,D,Debris Burning,,31.7364,-86.6431,AL,2002-04-04,,Apr,,,,2002-03-05,2002,Mar,999999,37136.73960236996,73802,2001,2019,12,3.0,999999-64705-2002.gz,67926.13422201999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,,3.0,B,Railroad,Walton,30.8006,-86.3317,FL,2001-01-06,,Jan,,,,2000-12-07,2000,Dec,722215,18451.705440937894,13884,1997,2005,12,0.1,722215-13884-2000.gz,67804.92595810001,9.213204225352118,5.294771241830065,-0.74375,0.0,2.8934859154929473,3.36274509803922,3.606249999999997,0.0,72.60950413223144,66.7027027027027,61.06249999999998,0.0,51.099999999999994,10.7,0.0,0.0
1785,,40.0,C,Arson,,31.1222,-88.1164,AL,2002-02-14,,Feb,,,,2002-01-15,2002,Jan,722230,49707.60476889707,13894,1990,2020,12,1.0,722230-13894-2002.gz,68720.10070524999,13.225570776255676,11.182261208577007,8.786486486486492,11.925501432664772,3.8896744186046033,3.9056751467710344,3.009909909909919,3.8677172874880097,78.27459016393442,74.7663934426229,74.64485981308412,64.68014705882354,122.39999999999998,80.8,27.0,266.80000000000007
1786,BAYSHORE RD  (36) ,2.0,B,Lightning,Lee,26.7198,-81.7838,FL,2015-05-20,2015-05-20,May,2015-05-20 16:00:00,2015-05-20 17:11:00,0 days 00:00:00.000000000,2015-04-20,2015,Apr,997346,11550.686871685892,99999,2008,2020,12,0.1,File Not Found,65662.64395672997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1787,,1.7,B,Arson,,32.5636,-81.14,SC,2000-05-12,,May,,,,2000-04-12,2000,Apr,747805,56797.287139125205,63818,1955,2020,12,0.1,File Not Found,65063.05932660999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1788,008-032,1.0,B,Miscellaneous,Putnam,41.248333,-89.238056,IL,2008-03-26,2008-03-26,Mar,2008-03-26 15:38:00,2008-03-26 15:52:00,0 days 00:00:00.000000000,2008-02-25,2008,Feb,722149,13486.280644960996,99999,2005,2020,15,0.1,722149-04899-2008.gz,68968.98020456101,0.6996285979572874,3.3166666666666647,3.0833333333333317,0.0,4.776259328358322,4.500743494423738,4.9637450199203155,0.0,75.55246765692375,74.7562620423891,73.58064516129038,0.0,0.0,0.0,0.0,0.0
1789,,1.0,B,Miscellaneous,Cattaraugus,42.44759545,-78.60022235,NY,2005-04-11,2005-04-11,Apr,2005-04-11 15:45:00,2005-04-11 15:45:00,0 days 00:00:00.000000000,2005-03-12,2005,Mar,725283,29722.280607685934,99999,1973,2020,9,0.1,File Not Found,63473.739379753446,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1790,BROOKS ROAD POND FIRE,1.0,B,Smoking,,35.1883,-80.3917,NC,1998-02-01,,Feb,,,,1998-01-02,1998,Jan,723194,28036.377331114483,99999,1990,2010,15,0.1,File Not Found,64583.24804793,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1791,TH1815,200.0,D,Arson,,47.9875,-99.0296,ND,1999-10-26,1999-10-27,Oct,1999-10-26 20:00:00,1999-10-27 02:30:00,1 days 00:00:00.000000000,1999-09-26,1999,Sep,727575,121682.01769543688,94925,1992,2005,15,3.0,727575-94925-1999.gz,74091.12615076,7.052932761087266,6.837535014005605,6.223529411764704,5.136363636363637,5.410364963503602,5.802292263610316,6.524852071005927,4.611111111111112,62.34579439252341,62.327868852459034,57.11851851851852,48.0,6.1,0.5,0.0,0.0
1792,FY2015-EARLY-015,15.0,C,Debris Burning,Early,31.26656944,-84.876375,GA,2015-03-04,2015-03-04,Mar,2015-03-04 13:54:00,2015-03-04 15:13:00,0 days 00:00:00.000000000,2015-02-02,2015,Feb,720257,14964.021213015545,99999,2005,2020,12,1.0,720257-63835-2015.gz,67031.48813755992,9.513663733209802,9.579629629629618,10.323412698412692,0.0,1.9434923575729213,2.158796296296265,1.824801587301597,0.0,64.35900339750853,67.7475961538461,77.671186440678,0.0,0.0,0.0,0.0,0.0
1793,ATKINSON X ROADS,3.0,B,Children,,34.4667,-79.05,NC,2002-02-18,,Feb,,,,2002-01-19,2002,Jan,723108,15918.03143101586,99999,2000,2004,16,0.1,723108-13776-2002.gz,63930.84259844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,FY2012-MERIWETHER-006,0.66,B,Debris Burning,Meriwether,32.91407029,-84.56089574,GA,2011-08-27,2011-08-27,Aug,2011-08-27 13:25:00,2011-08-27 14:10:00,0 days 00:00:00.000000000,2011-07-28,2011,Jul,747806,27773.86090160875,99999,2006,2020,12,0.1,747806-63809-2011.gz,66800.24765699888,28.667484060814118,28.393340270551505,28.919689119170986,0.0,1.6373712604217487,1.5176899063475462,1.516580310880834,0.0,72.40776182881426,67.9734607218683,64.64829396325453,0.0,0.0,0.0,0.0,0.0
1795,NOT READY,1.5,B,Debris Burning,,26.2275,-98.35555556,TX,2004-06-15,2004-06-16,Jun,2004-06-15 09:45:00,2004-06-16 12:00:00,1 days 00:00:00.000000000,2004-05-16,2004,May,722506,11235.82850452651,12959,1992,2005,12,0.1,722506-12959-2004.gz,74411.78835294403,27.316065573770484,28.051265822784835,27.375102040816305,29.176470588235293,5.768852459016359,5.680379746835419,5.787346938775514,4.270588235294116,77.27364864864866,77.20851063829784,80.52674897119346,72.12121212121212,37.4,37.4,32.3,0.0
1796,,1.0,B,Railroad,Hillsborough,27.71,-82.13,FL,1994-01-27,,Jan,,,,1993-12-28,1993,Dec,722119,33088.820942662685,12883,1973,2005,12,0.1,722119-99999-1993.gz,65788.40341925,16.55161290322581,0.0,0.0,0.0,2.0403225806451606,0.0,0.0,0.0,63.45161290322579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,LINDEN - 235,15.0,C,Lightning,Morris,32.89211667,-94.68493333,TX,2011-06-29,2011-06-29,Jun,2011-06-29 17:43:00,2011-06-29 21:23:00,0 days 00:00:00.000000000,2011-05-30,2011,May,722112,32718.188055606934,53982,2005,2020,12,1.0,722112-53982-2011.gz,72121.22449913263,29.739026717557255,30.365853658536587,29.126881720430106,0.0,2.81338771593092,3.6604926108373963,2.905411255411251,0.0,59.63676470588236,60.03343465045594,64.92165898617509,0.0,0.0,0.0,0.0,0.0
1798,10316,13.0,C,Arson,McCurtain,34.42,-95.88527778,OK,2012-11-27,2012-11-27,Nov,2012-11-27 08:00:00,,0 days 00:00:00.000000000,2012-10-28,2012,Oct,722051,24277.55663911833,53932,2006,2020,16,1.0,722051-53932-2012.gz,72706.79761441163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,,1.0,B,Debris Burning,Crawford,38.18501565,-91.2463257,MO,1993-03-15,,Mar,1993-03-15 14:20:00,,,1993-02-13,1993,Feb,724420,45837.4607390177,13997,1973,2010,0,0.1,File Not Found,70107.53872088427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1800,B MINE,234.0,D,Arson,Grundy,35.3175,-85.68366999999998,TN,2007-02-09,2007-02-10,Feb,2007-02-09 13:48:00,2007-02-10 13:00:00,1 days 00:00:00.000000000,2007-01-10,2007,Jan,723245,16883.146091147122,99999,1973,2020,15,3.0,File Not Found,67289.87852048887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1801,,15.0,C,Arson,Lawrence,31.64687026,-90.12721091,MS,1996-02-17,1996-02-17,Feb,1996-02-17 12:10:00,1996-02-17 12:41:00,0 days 00:00:00.000000000,1996-01-18,1996,Jan,722350,74896.45165942745,3940,1943,2004,12,1.0,722350-03940-1996.gz,69752.17780998707,6.672275334608058,5.4339130434782605,10.536224489795913,0.0,3.7974162679425363,4.090217391304335,3.5321428571428646,0.0,74.13365384615385,67.40087145969505,60.38265306122451,0.0,210.0,26.2,0.3,0.0
